4.746999999999999553e-01,3.146999999999999797e-01,0.000000000000000000e+00
4.733517301455026915e-01,3.395673742375066029e-01,0.000000000000000000e+00
4.693227278133199065e-01,3.641432012485355529e-01,0.000000000000000000e+00
4.626602293720445402e-01,3.881393519312754115e-01,0.000000000000000000e+00
4.534423465243200835e-01,4.112744933588608487e-01,0.000000000000000000e+00
4.417771505185455472e-01,4.332773871507150099e-01,0.000000000000000000e+00
4.278014051122980832e-01,4.538900694945660064e-01,0.000000000000000000e+00
4.116789631423200535e-01,4.728708755362873717e-01,0.000000000000000000e+00
3.935988454998203268e-01,4.899972726793563882e-01,0.000000000000000000e+00
3.737730250333479165e-01,5.050684695760847553e-01,0.000000000000000000e+00
3.524339413609517413e-01,5.179077702225852731e-01,0.000000000000000000e+00
3.298317757281802876e-01,5.283646455578620005e-01,0.000000000000000000e+00
3.062315178617207589e-01,5.363164982794212943e-01,0.000000000000000000e+00
2.819098592071358489e-01,5.416701001845509733e-01,0.000000000000000000e+00
2.571519489746460496e-01,5.443626851857584770e-01,0.000000000000000000e+00
2.322480510253539798e-01,5.443626851857584770e-01,0.000000000000000000e+00
2.074901407928641250e-01,5.416701001845509733e-01,0.000000000000000000e+00
1.831684821382792150e-01,5.363164982794212943e-01,0.000000000000000000e+00
1.595682242718196864e-01,5.283646455578620005e-01,0.000000000000000000e+00
1.369660586390482881e-01,5.179077702225852731e-01,0.000000000000000000e+00
1.156269749666520852e-01,5.050684695760847553e-01,0.000000000000000000e+00
9.580115450017967493e-02,4.899972726793563882e-01,0.000000000000000000e+00
7.772103685767992043e-02,4.728708755362873717e-01,0.000000000000000000e+00
6.159859488770193930e-02,4.538900694945660064e-01,0.000000000000000000e+00
4.762284948145447533e-02,4.332773871507149543e-01,0.000000000000000000e+00
3.595765347567988351e-02,4.112744933588607932e-01,0.000000000000000000e+00
2.673977062795545451e-02,3.881393519312753559e-01,0.000000000000000000e+00
2.007727218668008823e-02,3.641432012485356084e-01,0.000000000000000000e+00
1.604826985449730320e-02,3.395673742375066584e-01,0.000000000000000000e+00
1.470000000000001167e-02,3.147000000000000353e-01,0.000000000000000000e+00
4.721207011479182092e-01,3.383363452399221205e-01,0.000000000000000000e+00
4.680916988157354242e-01,3.629121722509510706e-01,0.000000000000000000e+00
4.614292003744600579e-01,3.869083229336909291e-01,0.000000000000000000e+00
4.522113175267356011e-01,4.100434643612763663e-01,0.000000000000000000e+00
4.405461215209610093e-01,4.320463581531305275e-01,0.000000000000000000e+00
4.265703761147135453e-01,4.526590404969815240e-01,0.000000000000000000e+00
4.104479341447356266e-01,4.716398465387028893e-01,0.000000000000000000e+00
3.923678165022358999e-01,4.887662436817719058e-01,0.000000000000000000e+00
3.725419960357634896e-01,5.038374405785003285e-01,0.000000000000000000e+00
3.512029123633672589e-01,5.166767412250007352e-01,0.000000000000000000e+00
3.286007467305958052e-01,5.271336165602775736e-01,0.000000000000000000e+00
3.050004888641362766e-01,5.350854692818367564e-01,0.000000000000000000e+00
