3.980907318167838382e-01,9.203177231101238032e-02,0.000000000000000000e+00
3.995531053927979803e-01,9.520019828259547456e-02,0.000000000000000000e+00
4.009672398257478343e-01,9.839044645770227138e-02,0.000000000000000000e+00
4.023328095851052000e-01,1.016017824484630183e-01,0.000000000000000000e+00
4.036495003198190545e-01,1.048334670126408324e-01,0.000000000000000000e+00
4.049170089306788345e-01,1.080847562238035214e-01,0.000000000000000000e+00
4.061350436400868458e-01,1.113549016425737781e-01,0.000000000000000000e+00
4.073033240592248139e-01,1.146431504889181968e-01,0.000000000000000000e+00
4.084215812525990308e-01,1.179487458154355461e-01,0.000000000000000000e+00
4.094895577999484448e-01,1.212709266816043852e-01,0.000000000000000000e+00
4.105070078555022040e-01,1.246089283289497224e-01,0.000000000000000000e+00
4.114736972045731078e-01,1.279619823570887771e-01,0.000000000000000000e+00
4.123894033174728690e-01,1.313293169006149452e-01,0.000000000000000000e+00
4.132539154007382476e-01,1.347101568067795019e-01,0.000000000000000000e+00
4.140670344456549579e-01,1.381037238139299905e-01,0.000000000000000000e+00
4.148285732740695231e-01,1.415092367306642063e-01,0.000000000000000000e+00
4.155383565814765312e-01,1.449259116156588201e-01,0.000000000000000000e+00
4.161962209773739652e-01,1.483529619581307746e-01,0.000000000000000000e+00
4.168020150228750609e-01,1.517895988588903178e-01,0.000000000000000000e+00
4.173555992655690883e-01,1.552350312119437636e-01,0.000000000000000000e+00
4.178568462716232279e-01,1.586884658866043740e-01,0.000000000000000000e+00
4.183056406551173279e-01,1.621491079100692012e-01,0.000000000000000000e+00
4.187018791046058230e-01,1.656161606504199524e-01,0.000000000000000000e+00
4.190454704068992675e-01,1.690888260000059096e-01,0.000000000000000000e+00
4.193363354680618160e-01,1.725663045591664668e-01,0.000000000000000000e+00
4.195744073316182710e-01,1.760477958202512072e-01,0.000000000000000000e+00
4.197596311939675306e-01,1.795324983518947759e-01,0.000000000000000000e+00
